Name,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars,Url
tx-lcn,2017-11-11 03:34:34 +0000 UTC,2022-09-13 05:05:17 +0000 UTC,Java,14,69,190,282,2020-07-02T12:20:04Z,4168,https://github.com/codingapi/tx-lcn
ShineButton,2016-07-05 06:32:26 +0000 UTC,2022-09-13 08:21:37 +0000 UTC,Java,2,5,25,26,2017-11-13T08:50:39Z,4157,https://github.com/ChadCSong/ShineButton
JKeyboardPanelSwitch,2015-07-01 17:42:01 +0000 UTC,2022-09-07 03:21:47 +0000 UTC,Java,14,3,60,47,2018-10-09T09:32:34Z,4156,https://github.com/Jacksgong/JKeyboardPanelSwitch
CoordinatorTabLayout,2017-01-27 13:40:28 +0000 UTC,2022-09-09 16:31:58 +0000 UTC,Java,0,0,16,21,No Releases,4141,https://github.com/hugeterry/CoordinatorTabLayout
SpringBoot-Shiro-Vue,2017-11-17 18:49:06 +0000 UTC,2022-09-13 14:40:20 +0000 UTC,Java,0,5,0,110,No Releases,4132,https://github.com/Heeexy/SpringBoot-Shiro-Vue
datax-web,2019-11-19 01:09:05 +0000 UTC,2022-09-13 10:00:10 +0000 UTC,Java,5,87,211,226,2020-07-09T14:12:30Z,4131,https://github.com/WeiYe-Jing/datax-web
Conversations,2014-01-24 01:07:34 +0000 UTC,2022-09-13 13:22:21 +0000 UTC,Java,109,539,141,3251,2022-08-22T09:36:29Z,4125,https://github.com/iNPUTmice/Conversations
AndroidWiFiADB,2015-10-18 21:58:45 +0000 UTC,2022-09-08 18:06:41 +0000 UTC,Java,8,10,23,39,2016-08-30T14:48:52Z,4123,https://github.com/pedrovgs/AndroidWiFiADB
JSON-java,2010-12-21 17:46:09 +0000 UTC,2022-09-13 14:35:41 +0000 UTC,Java,15,130,19,364,2022-03-20T14:28:19Z,4122,https://github.com/stleary/JSON-java
BGABanner-Android,2014-10-25 17:15:18 +0000 UTC,2022-09-13 01:10:43 +0000 UTC,Java,0,37,50,165,No Releases,4120,https://github.com/bingoogolapple/BGABanner-Android
azkaban,2012-10-18 01:34:53 +0000 UTC,2022-09-13 09:30:50 +0000 UTC,Java,48,1636,679,401,2021-03-17T19:01:52Z,4120,https://github.com/azkaban/azkaban
java-algorithms-implementation,2013-11-20 03:30:19 +0000 UTC,2022-09-12 08:00:45 +0000 UTC,Java,0,51,11,29,No Releases,4108,https://github.com/phishman3579/java-algorithms-implementation
StepView,2016-06-22 03:52:08 +0000 UTC,2022-09-09 01:02:27 +0000 UTC,Java,13,2,42,24,2016-09-08T09:37:26Z,4104,https://github.com/baoyachi/StepView
dddsample-core,2015-01-31 23:21:37 +0000 UTC,2022-09-13 16:31:48 +0000 UTC,Java,0,19,10,8,No Releases,4101,https://github.com/citerus/dddsample-core
mybatis,2014-11-03 04:51:06 +0000 UTC,2022-09-09 07:50:47 +0000 UTC,Java,0,5,7,4,No Releases,4099,https://github.com/tuguangquan/mybatis
objectbox-java,2017-01-24 10:29:48 +0000 UTC,2022-09-13 06:29:20 +0000 UTC,Java,33,7,141,932,2022-09-05T14:53:32Z,4088,https://github.com/objectbox/objectbox-java
CircleIndicator,2014-07-30 14:02:56 +0000 UTC,2022-09-12 08:47:42 +0000 UTC,Java,7,7,20,119,2021-01-21T12:19:54Z,4085,https://github.com/ongakuer/CircleIndicator
bisq,2014-03-12 09:42:29 +0000 UTC,2022-09-12 01:40:42 +0000 UTC,Java,126,2599,224,2682,2022-08-23T08:46:15Z,4084,https://github.com/bisq-network/bisq
Tangram-Android,2017-03-29 13:29:57 +0000 UTC,2022-09-09 08:51:15 +0000 UTC,Java,38,8,72,126,2019-03-12T11:33:53Z,4084,https://github.com/alibaba/Tangram-Android
OpenHub,2017-07-11 13:29:51 +0000 UTC,2022-09-12 15:53:15 +0000 UTC,Java,31,30,231,119,2021-03-21T10:35:22Z,4080,https://github.com/ThirtyDegreesRay/OpenHub
GCViewer,2011-10-23 09:01:04 +0000 UTC,2022-09-13 11:22:04 +0000 UTC,Java,5,60,57,110,2019-11-30T21:36:15Z,4062,https://github.com/chewiebug/GCViewer
easy-rules,2013-03-10 14:38:26 +0000 UTC,2022-09-13 09:25:39 +0000 UTC,Java,10,37,49,272,2020-12-06T20:48:28Z,4059,https://github.com/j-easy/easy-rules
vespa,2016-06-03 20:54:20 +0000 UTC,2022-09-13 16:20:05 +0000 UTC,Java,29,22490,112,472,2022-09-06T16:09:57Z,4058,https://github.com/vespa-engine/vespa
rstudio,2010-12-07 19:10:25 +0000 UTC,2022-09-13 15:57:42 +0000 UTC,Java,0,4632,1284,5720,No Releases,4058,https://github.com/rstudio/rstudio
ViewPagerCards,2016-08-20 15:24:12 +0000 UTC,2022-09-07 17:45:37 +0000 UTC,Java,0,0,15,14,No Releases,4057,https://github.com/rubensousa/ViewPagerCards
InternetArchitect,2019-10-19 16:32:01 +0000 UTC,2022-09-13 07:51:41 +0000 UTC,Java,0,0,0,1,No Releases,4056,https://github.com/bjmashibing/InternetArchitect
LoadingDrawable,2016-04-16 07:33:57 +0000 UTC,2022-09-13 08:59:07 +0000 UTC,Java,0,1,10,11,No Releases,4053,https://github.com/dinuscxj/LoadingDrawable
moco,2012-10-18 09:09:51 +0000 UTC,2022-09-09 14:06:14 +0000 UTC,Java,0,26,132,118,No Releases,4037,https://github.com/dreamhead/moco
Phoenix,2015-01-12 14:11:20 +0000 UTC,2022-09-09 11:58:15 +0000 UTC,Java,1,1,11,30,2015-01-13T12:25:05Z,4037,https://github.com/Yalantis/Phoenix
AndroidHttpCapture,2016-10-15 19:48:00 +0000 UTC,2022-09-13 09:38:56 +0000 UTC,Java,1,0,37,51,2017-06-02T07:03:28Z,4034,https://github.com/JZ-Darkal/AndroidHttpCapture
FloatingActionButton,2014-07-22 13:29:55 +0000 UTC,2022-08-29 06:37:58 +0000 UTC,Java,0,21,73,105,No Releases,4029,https://github.com/makovkastar/FloatingActionButton
simplify,2014-01-16 05:14:02 +0000 UTC,2022-09-13 06:24:22 +0000 UTC,Java,9,15,29,115,2020-03-29T16:31:58Z,4029,https://github.com/CalebFenton/simplify
AmazeFileManager,2014-07-14 19:47:53 +0000 UTC,2022-09-13 10:00:27 +0000 UTC,Java,61,1204,461,1468,2022-06-15T14:43:23Z,4025,https://github.com/TeamAmaze/AmazeFileManager
java-learning,2016-02-09 05:20:58 +0000 UTC,2022-09-13 01:32:57 +0000 UTC,Java,0,4,2,6,No Releases,4020,https://github.com/brianway/java-learning
react-native-webrtc,2015-09-27 10:57:30 +0000 UTC,2022-09-13 13:01:36 +0000 UTC,Java,44,205,57,826,2022-05-13T09:59:59Z,4019,https://github.com/react-native-webrtc/react-native-webrtc
IJPay,2017-05-02 03:15:32 +0000 UTC,2022-09-13 06:27:51 +0000 UTC,Java,23,3,11,34,2020-06-01T08:09:26Z,4017,https://github.com/Javen205/IJPay
Bolts-Android,2014-01-30 04:58:14 +0000 UTC,2022-09-13 10:19:59 +0000 UTC,Java,11,73,21,37,2019-02-22T11:43:40Z,4010,https://github.com/BoltsFramework/Bolts-Android
FloatWindow,2017-11-14 14:33:55 +0000 UTC,2022-09-13 16:08:16 +0000 UTC,Java,9,3,94,43,2018-05-05T06:23:10Z,4000,https://github.com/yhaolpz/FloatWindow
kafdrop,2019-05-27 08:46:56 +0000 UTC,2022-09-13 18:57:40 +0000 UTC,Java,44,93,6,258,2022-04-09T18:39:14Z,3981,https://github.com/obsidiandynamics/kafdrop
pmd,2012-07-11 18:03:00 +0000 UTC,2022-09-12 21:46:35 +0000 UTC,Java,79,1834,638,1325,2022-08-31T17:19:24Z,3977,https://github.com/pmd/pmd
BadgeView,2017-02-08 02:01:39 +0000 UTC,2022-08-29 07:36:15 +0000 UTC,Java,5,1,49,52,2017-09-23T15:45:58Z,3975,https://github.com/qstumn/BadgeView
XUI,2019-01-07 07:59:02 +0000 UTC,2022-09-13 17:13:07 +0000 UTC,Java,21,18,7,95,2022-02-28T17:27:54Z,3971,https://github.com/xuexiangjys/XUI
ExpandableTextView,2014-05-17 19:40:15 +0000 UTC,2022-09-10 14:15:01 +0000 UTC,Java,4,6,39,21,2014-12-13T15:16:57Z,3967,https://github.com/Manabu-GT/ExpandableTextView
RxJavaSamples,2016-03-24 13:08:10 +0000 UTC,2022-08-31 04:03:11 +0000 UTC,Java,3,5,22,2,2017-10-11T09:21:50Z,3966,https://github.com/rengwuxian/RxJavaSamples
TwinklingRefreshLayout,2016-03-02 12:11:56 +0000 UTC,2022-09-08 02:44:22 +0000 UTC,Java,0,0,105,85,No Releases,3955,https://github.com/lcodecorex/TwinklingRefreshLayout
CC,2017-11-23 16:26:33 +0000 UTC,2022-09-13 07:05:01 +0000 UTC,Java,0,24,22,139,No Releases,3949,https://github.com/luckybilly/CC
Gadgetbridge,2015-01-05 23:19:03 +0000 UTC,2022-09-12 08:37:34 +0000 UTC,Java,0,236,0,0,No Releases,3944,https://github.com/Freeyourgadget/Gadgetbridge
querydsl,2011-08-05 06:46:32 +0000 UTC,2022-09-13 15:27:42 +0000 UTC,Java,34,1045,62,1832,2021-07-19T22:25:53Z,3940,https://github.com/querydsl/querydsl
jstorm,2013-09-03 03:53:16 +0000 UTC,2022-09-09 14:06:41 +0000 UTC,Java,22,30,203,386,2017-05-15T08:35:50Z,3939,https://github.com/alibaba/jstorm
AndroidTutorialForBeginners,2016-09-26 16:36:28 +0000 UTC,2022-09-13 17:22:55 +0000 UTC,Java,0,0,21,2,No Releases,3938,https://github.com/hussien89aa/AndroidTutorialForBeginners
XCL-Charts,2014-06-09 15:44:50 +0000 UTC,2022-09-09 11:58:11 +0000 UTC,Java,0,1,8,7,No Releases,3937,https://github.com/xcltapestry/XCL-Charts
javacpp,2014-04-21 12:47:21 +0000 UTC,2022-09-13 17:40:23 +0000 UTC,Java,8,105,54,367,2022-02-09T06:08:48Z,3932,https://github.com/bytedeco/javacpp
JSqlParser,2011-06-23 22:51:52 +0000 UTC,2022-09-13 12:08:23 +0000 UTC,Java,29,276,174,996,2022-07-22T22:51:05Z,3924,https://github.com/JSQLParser/JSqlParser
epic,2017-05-22 02:52:44 +0000 UTC,2022-09-13 12:48:25 +0000 UTC,Java,5,11,0,0,2021-07-31T06:41:41Z,3916,https://github.com/tiann/epic
android-iconify,2013-06-12 11:42:01 +0000 UTC,2022-09-02 07:54:09 +0000 UTC,Java,0,14,54,127,No Releases,3915,https://github.com/JoanZapata/android-iconify
lwjgl3,2012-12-23 15:40:04 +0000 UTC,2022-09-13 16:39:03 +0000 UTC,Java,16,101,55,587,2022-02-21T18:42:04Z,3915,https://github.com/LWJGL/lwjgl3
jodd,2012-09-07 20:26:48 +0000 UTC,2022-09-12 03:52:07 +0000 UTC,Java,37,224,2,512,2020-10-13T20:48:37Z,3915,https://github.com/oblac/jodd
armeria,2015-11-16 04:04:01 +0000 UTC,2022-09-13 01:38:15 +0000 UTC,Java,205,2689,407,1119,2022-09-13T05:13:30Z,3909,https://github.com/line/armeria
pig,2019-08-26 03:24:53 +0000 UTC,2022-09-13 15:51:15 +0000 UTC,Java,21,8,147,566,2022-08-18T03:02:45Z,3901,https://github.com/pig-mesh/pig
shiro,2009-08-29 08:00:17 +0000 UTC,2022-09-13 06:30:56 +0000 UTC,Java,0,260,0,0,No Releases,3900,https://github.com/apache/shiro
runelite,2016-04-30 20:48:02 +0000 UTC,2022-09-13 10:47:36 +0000 UTC,Java,0,4068,1341,7027,No Releases,3896,https://github.com/runelite/runelite
hmily,2017-09-28 06:29:01 +0000 UTC,2022-09-09 11:44:13 +0000 UTC,Java,0,138,33,133,No Releases,3895,https://github.com/dromara/hmily
BigImageViewer,2016-11-06 09:55:02 +0000 UTC,2022-09-13 08:15:26 +0000 UTC,Java,0,31,28,168,No Releases,3891,https://github.com/Piasy/BigImageViewer
Aegis,2016-08-15 19:10:31 +0000 UTC,2022-09-13 16:54:32 +0000 UTC,Java,45,272,63,599,2022-03-27T19:37:32Z,3889,https://github.com/beemdevelopment/Aegis
powermock,2014-05-28 07:53:53 +0000 UTC,2022-09-13 03:03:44 +0000 UTC,Java,16,130,421,537,2020-11-01T20:34:31Z,3887,https://github.com/powermock/powermock
greys-anatomy,2012-11-21 19:39:35 +0000 UTC,2022-09-13 05:05:29 +0000 UTC,Java,0,54,66,165,No Releases,3882,https://github.com/oldmanpushcart/greys-anatomy
frontend-maven-plugin,2013-08-30 14:44:38 +0000 UTC,2022-09-13 18:52:58 +0000 UTC,Java,0,174,251,477,No Releases,3879,https://github.com/eirslett/frontend-maven-plugin
hawk,2015-02-19 22:25:23 +0000 UTC,2022-09-13 13:42:46 +0000 UTC,Java,22,50,44,131,2018-04-02T11:34:41Z,3879,https://github.com/orhanobut/hawk
ahbottomnavigation,2016-03-17 12:17:56 +0000 UTC,2022-09-07 06:32:40 +0000 UTC,Java,14,28,132,250,2019-01-02T16:55:21Z,3865,https://github.com/aurelhubert/ahbottomnavigation
incubator-seatunnel,2017-08-05 09:14:47 +0000 UTC,2022-09-13 14:54:28 +0000 UTC,Java,37,1287,365,757,2022-07-27T10:52:17Z,3859,https://github.com/apache/incubator-seatunnel
Conductor,2016-03-16 18:42:41 +0000 UTC,2022-08-29 08:08:20 +0000 UTC,Java,19,84,101,449,2018-08-01T21:19:39Z,3855,https://github.com/bluelinelabs/Conductor
picocli,2017-02-01 16:38:41 +0000 UTC,2022-09-13 06:47:13 +0000 UTC,Java,78,398,105,1242,2022-02-09T09:26:10Z,3836,https://github.com/remkop/picocli
JustTrustMe,2014-07-24 23:45:05 +0000 UTC,2022-09-13 12:49:37 +0000 UTC,Java,1,15,16,28,2016-01-26T15:22:26Z,3826,https://github.com/Fuzion24/JustTrustMe
mockserver,2013-02-26 06:09:52 +0000 UTC,2022-09-13 07:27:51 +0000 UTC,Java,0,378,20,934,No Releases,3823,https://github.com/mock-server/mockserver
spring-authorization-server,2020-03-17 17:28:57 +0000 UTC,2022-09-13 19:15:44 +0000 UTC,Java,14,27,57,667,2022-08-16T20:15:34Z,3822,https://github.com/spring-projects/spring-authorization-server
failsafe,2015-06-30 00:56:39 +0000 UTC,2022-09-11 08:13:23 +0000 UTC,Java,0,48,42,229,No Releases,3806,https://github.com/failsafe-lib/failsafe
roboguice,2012-08-12 20:37:19 +0000 UTC,2022-09-11 11:43:10 +0000 UTC,Java,0,40,136,143,No Releases,3806,https://github.com/roboguice/roboguice
graphhopper,2012-02-18 19:57:38 +0000 UTC,2022-09-13 15:40:34 +0000 UTC,Java,38,879,240,1214,2022-09-13T08:30:05Z,3806,https://github.com/graphhopper/graphhopper
malmo,2016-05-17 14:58:40 +0000 UTC,2022-09-13 13:42:14 +0000 UTC,Java,21,186,152,542,2018-11-05T09:39:03Z,3803,https://github.com/microsoft/malmo
MaterialSearchView,2015-09-14 17:13:46 +0000 UTC,2022-08-30 05:40:21 +0000 UTC,Java,6,8,146,65,2016-01-07T23:10:44Z,3799,https://github.com/MiguelCatalan/MaterialSearchView
concurrent,2018-11-03 13:49:36 +0000 UTC,2022-09-13 13:34:45 +0000 UTC,Java,0,50,0,73,No Releases,3798,https://github.com/RedSpider1/concurrent
learning-spark,2014-06-16 04:47:54 +0000 UTC,2022-09-13 15:27:34 +0000 UTC,Java,0,5,19,8,No Releases,3789,https://github.com/databricks/learning-spark
SmartCropper,2017-08-03 11:08:41 +0000 UTC,2022-09-13 10:08:01 +0000 UTC,Java,13,5,22,102,2020-06-17T09:28:11Z,3782,https://github.com/pqpo/SmartCropper
ForestBlog,2017-10-08 15:27:47 +0000 UTC,2022-09-12 23:57:54 +0000 UTC,Java,0,0,2,41,No Releases,3781,https://github.com/saysky/ForestBlog
RichText,2015-07-21 09:36:01 +0000 UTC,2022-09-09 14:06:23 +0000 UTC,Java,0,2,131,251,No Releases,3774,https://github.com/zzhoujay/RichText
sticky-headers-recyclerview,2014-10-03 01:57:46 +0000 UTC,2022-09-06 05:47:36 +0000 UTC,Java,0,25,72,57,No Releases,3740,https://github.com/timehop/sticky-headers-recyclerview
traccar,2012-04-16 08:33:49 +0000 UTC,2022-09-12 07:31:30 +0000 UTC,Java,39,562,335,3766,2022-08-07T17:08:19Z,3734,https://github.com/traccar/traccar
microservices-platform,2019-03-07 07:13:37 +0000 UTC,2022-09-13 07:59:19 +0000 UTC,Java,27,15,1,14,2022-07-10T23:04:37Z,3733,https://github.com/zlt2000/microservices-platform
CircleProgress,2014-10-30 16:14:42 +0000 UTC,2022-09-10 12:26:44 +0000 UTC,Java,0,21,85,34,No Releases,3731,https://github.com/lzyzsd/CircleProgress
java-faker,2011-06-06 01:01:21 +0000 UTC,2022-09-13 17:14:27 +0000 UTC,Java,0,272,86,147,No Releases,3728,https://github.com/DiUS/java-faker
jitsi,2013-04-24 17:37:20 +0000 UTC,2022-09-13 05:12:36 +0000 UTC,Java,7,174,201,284,2020-03-26T21:09:28Z,3720,https://github.com/jitsi/jitsi
spruce-android,2017-02-23 20:34:18 +0000 UTC,2022-09-13 02:28:55 +0000 UTC,Java,3,92,1,26,2021-02-09T00:50:37Z,3716,https://github.com/willowtreeapps/spruce-android
NoHttp,2015-07-29 06:11:12 +0000 UTC,2022-09-12 08:28:32 +0000 UTC,Java,0,0,75,153,No Releases,3715,https://github.com/yanzhenjie/NoHttp
GuideView,2016-06-19 08:52:25 +0000 UTC,2022-09-13 10:13:30 +0000 UTC,Java,0,0,24,55,No Releases,3714,https://github.com/binIoter/GuideView
sodium-fabric,2020-02-01 03:04:09 +0000 UTC,2022-09-13 18:04:04 +0000 UTC,Java,14,84,269,909,2022-08-28T15:37:39Z,3705,https://github.com/CaffeineMC/sodium-fabric
Launcher3,2017-05-30 12:53:32 +0000 UTC,2022-09-13 03:50:45 +0000 UTC,Java,22,4,128,510,2019-05-19T16:42:58Z,3705,https://github.com/amirzaidi/Launcher3
open-location-code,2014-09-30 18:26:35 +0000 UTC,2022-09-05 00:00:21 +0000 UTC,Java,5,239,55,135,2019-07-23T03:43:00Z,3704,https://github.com/google/open-location-code
tiny-spring,2014-01-10 16:37:57 +0000 UTC,2022-09-13 01:46:46 +0000 UTC,Java,0,4,22,2,No Releases,3703,https://github.com/code4craft/tiny-spring
usb-serial-for-android,2013-06-30 23:17:45 +0000 UTC,2022-09-13 06:43:36 +0000 UTC,Java,23,34,21,364,2022-07-22T06:03:51Z,3699,https://github.com/mik3y/usb-serial-for-android
opengrok,2013-01-07 11:49:18 +0000 UTC,2022-09-13 15:26:56 +0000 UTC,Java,202,1538,549,1783,2022-07-29T08:16:40Z,3696,https://github.com/oracle/opengrok
spring-cloud-gateway,2016-11-16 21:42:51 +0000 UTC,2022-09-13 12:29:45 +0000 UTC,Java,0,257,343,1782,No Releases,3695,https://github.com/spring-cloud/spring-cloud-gateway
PowerJob,2020-03-16 09:19:55 +0000 UTC,2022-09-13 10:37:40 +0000 UTC,Java,34,30,38,339,2022-09-12T17:36:37Z,3694,https://github.com/PowerJob/PowerJob
dragonwell8,2019-03-07 02:57:45 +0000 UTC,2022-09-13 09:43:29 +0000 UTC,Java,19,74,56,246,2022-08-08T07:33:49Z,3687,https://github.com/alibaba/dragonwell8
XXPermissions,2018-06-15 14:31:29 +0000 UTC,2022-09-13 14:04:54 +0000 UTC,Java,50,1,2,147,2022-09-10T10:08:41Z,3685,https://github.com/getActivity/XXPermissions
--,2020-06-18 22:47:21 +0000 UTC,2022-09-13 17:52:04 +0000 UTC,Java,0,0,19,4,No Releases,3675,https://github.com/981011512/--
SuperTextView,2016-10-19 04:06:54 +0000 UTC,2022-09-13 08:29:47 +0000 UTC,Java,39,3,24,172,2021-05-13T09:14:52Z,3674,https://github.com/lygttpod/SuperTextView
ASimpleCache,2013-07-28 13:50:59 +0000 UTC,2022-09-09 11:54:00 +0000 UTC,Java,0,4,30,4,No Releases,3672,https://github.com/yangfuhai/ASimpleCache
spring-boot-starter,2015-09-25 13:05:15 +0000 UTC,2022-09-13 12:59:11 +0000 UTC,Java,23,321,10,333,2022-01-29T17:15:12Z,3670,https://github.com/mybatis/spring-boot-starter
MarqueeView,2016-06-01 06:50:46 +0000 UTC,2022-09-13 13:47:26 +0000 UTC,Java,0,8,42,48,No Releases,3664,https://github.com/sunfusheng/MarqueeView
dubbo-admin,2018-01-11 05:30:17 +0000 UTC,2022-09-09 07:30:58 +0000 UTC,Java,4,234,161,445,2021-11-22T07:41:56Z,3651,https://github.com/apache/dubbo-admin
QLExpress,2017-03-15 08:39:54 +0000 UTC,2022-09-13 14:10:20 +0000 UTC,Java,1,9,40,129,2022-04-09T06:03:54Z,3648,https://github.com/alibaba/QLExpress
interviewGuide,2016-04-20 07:17:09 +0000 UTC,2022-09-13 14:38:26 +0000 UTC,Java,0,3,12,3,No Releases,3648,https://github.com/NotFound9/interviewGuide
tech-weekly,2018-12-03 03:10:52 +0000 UTC,2022-09-13 13:29:46 +0000 UTC,Java,0,0,4,5,No Releases,3640,https://github.com/mercyblitz/tech-weekly
andOTP,2017-07-05 11:39:52 +0000 UTC,2022-09-13 14:32:30 +0000 UTC,Java,38,150,182,599,2021-06-15T04:03:43Z,3638,https://github.com/andOTP/andOTP
javassist,2013-05-24 08:31:32 +0000 UTC,2022-09-13 12:08:13 +0000 UTC,Java,20,60,195,144,2022-08-11T15:18:17Z,3636,https://github.com/jboss-javassist/javassist
StylishMusicPlayer,2016-09-13 14:38:32 +0000 UTC,2022-09-06 11:23:49 +0000 UTC,Java,0,2,22,14,No Releases,3634,https://github.com/ryanhoo/StylishMusicPlayer
dynamic-datasource-spring-boot-starter,2018-04-28 02:32:16 +0000 UTC,2022-09-13 15:02:41 +0000 UTC,Java,9,38,1,378,2022-08-29T15:32:18Z,3626,https://github.com/baomidou/dynamic-datasource-spring-boot-starter
android-common,2014-05-29 08:08:00 +0000 UTC,2022-09-09 03:24:31 +0000 UTC,Java,0,3,12,3,No Releases,3626,https://github.com/litesuits/android-common
XposedInstaller,2012-04-02 20:33:05 +0000 UTC,2022-09-13 11:08:38 +0000 UTC,Java,0,39,94,105,No Releases,3622,https://github.com/rovo89/XposedInstaller
sofa-rpc,2018-04-09 03:32:04 +0000 UTC,2022-09-12 14:24:18 +0000 UTC,Java,48,531,25,564,2022-08-24T14:21:46Z,3612,https://github.com/sofastack/sofa-rpc
emojicon,2014-01-18 12:32:38 +0000 UTC,2022-08-29 17:10:19 +0000 UTC,Java,2,22,77,74,2016-08-01T05:26:00Z,3609,https://github.com/rockerhieu/emojicon
incubator-heron,2015-09-25 16:09:24 +0000 UTC,2022-09-13 03:55:25 +0000 UTC,Java,56,2424,376,673,2022-07-09T17:52:08Z,3596,https://github.com/apache/incubator-heron
ExplosionField,2015-09-23 11:34:50 +0000 UTC,2022-09-10 12:44:20 +0000 UTC,Java,0,2,20,2,No Releases,3586,https://github.com/tyrantgit/ExplosionField
atmosphere,2010-06-30 14:26:23 +0000 UTC,2022-09-13 07:41:41 +0000 UTC,Java,0,289,39,2068,No Releases,3583,https://github.com/Atmosphere/atmosphere
jetcache,2017-04-12 07:48:23 +0000 UTC,2022-09-13 08:36:23 +0000 UTC,Java,59,27,271,399,2022-08-24T15:03:15Z,3580,https://github.com/alibaba/jetcache
DataMiningAlgorithm,2015-01-11 02:50:28 +0000 UTC,2022-09-13 12:17:22 +0000 UTC,Java,0,0,1,1,No Releases,3579,https://github.com/linyiqun/DataMiningAlgorithm
parceler,2013-07-03 02:53:01 +0000 UTC,2022-09-04 00:17:42 +0000 UTC,Java,0,73,29,287,No Releases,3577,https://github.com/johncarl81/parceler
blurkit-android,2016-11-06 03:14:58 +0000 UTC,2022-09-10 16:02:16 +0000 UTC,Java,3,10,31,35,2019-01-21T20:39:03Z,3577,https://github.com/CameraKit/blurkit-android
DropDownMenu,2015-06-23 07:43:56 +0000 UTC,2022-09-07 10:04:02 +0000 UTC,Java,2,0,52,17,2017-04-11T08:46:49Z,3574,https://github.com/dongjunkun/DropDownMenu
ChatKit,2017-02-02 09:37:15 +0000 UTC,2022-09-09 15:29:35 +0000 UTC,Java,1,27,106,197,2021-02-12T08:34:40Z,3573,https://github.com/stfalcon-studio/ChatKit
Store,2016-11-29 20:17:11 +0000 UTC,2022-09-08 12:19:55 +0000 UTC,Java,0,190,29,132,No Releases,3569,https://github.com/nytimes/Store
CustomActivityOnCrash,2014-07-04 19:46:21 +0000 UTC,2022-09-12 11:10:51 +0000 UTC,Java,12,9,0,71,2022-05-29T16:24:07Z,3569,https://github.com/Ereza/CustomActivityOnCrash
android-stackblur,2013-08-15 14:44:32 +0000 UTC,2022-09-05 15:05:05 +0000 UTC,Java,0,13,12,25,No Releases,3567,https://github.com/kikoso/android-stackblur
xboot,2018-04-23 14:44:18 +0000 UTC,2022-09-13 08:22:33 +0000 UTC,Java,6,1,3,47,2021-07-02T04:11:38Z,3564,https://github.com/Exrick/xboot
rejoiner,2017-12-06 19:09:53 +0000 UTC,2022-09-13 17:00:41 +0000 UTC,Java,3,48,36,22,2018-11-29T22:50:46Z,3553,https://github.com/google/rejoiner
XChange,2012-02-02 10:48:28 +0000 UTC,2022-09-13 12:15:27 +0000 UTC,Java,0,2446,291,1372,No Releases,3553,https://github.com/knowm/XChange
mpush,2016-04-28 01:43:19 +0000 UTC,2022-09-13 15:02:41 +0000 UTC,Java,9,1,23,15,2017-08-23T03:46:46Z,3550,https://github.com/mpusher/mpush
micrometer,2017-04-10 21:36:51 +0000 UTC,2022-09-13 09:35:47 +0000 UTC,Java,160,1299,294,1469,2022-09-12T13:18:03Z,3544,https://github.com/micrometer-metrics/micrometer
RecyclerViewPager,2015-01-17 18:30:34 +0000 UTC,2022-09-13 08:31:46 +0000 UTC,Java,10,36,121,68,2018-05-04T14:43:19Z,3543,https://github.com/lsjwzh/RecyclerViewPager
retrolambda,2013-07-20 07:25:22 +0000 UTC,2022-09-11 11:41:48 +0000 UTC,Java,0,22,18,106,No Releases,3542,https://github.com/luontola/retrolambda
flink-recommandSystem-demo,2019-05-15 07:55:35 +0000 UTC,2022-09-13 15:31:28 +0000 UTC,Java,0,9,12,28,No Releases,3534,https://github.com/will-che/flink-recommandSystem-demo
floatingsearchview,2015-11-22 02:38:32 +0000 UTC,2022-09-12 06:31:54 +0000 UTC,Java,0,16,62,219,No Releases,3528,https://github.com/arimorty/floatingsearchview
SwipeMenuListView,2014-08-24 15:40:45 +0000 UTC,2022-08-17 08:06:55 +0000 UTC,Java,2,10,127,29,2015-03-14T08:15:24Z,3512,https://github.com/baoyongzhang/SwipeMenuListView
hudi,2016-12-14 15:53:41 +0000 UTC,2022-09-13 17:03:33 +0000 UTC,Java,18,3624,202,1612,2022-08-16T04:32:35Z,3506,https://github.com/apache/hudi
ThreeTenABP,2015-07-03 17:35:09 +0000 UTC,2022-09-10 01:41:14 +0000 UTC,Java,0,29,5,83,No Releases,3502,https://github.com/JakeWharton/ThreeTenABP
Geyser,2019-07-08 17:23:17 +0000 UTC,2022-09-13 17:10:08 +0000 UTC,Java,0,825,218,1985,No Releases,3502,https://github.com/GeyserMC/Geyser
JimuReport,2019-12-05 12:25:59 +0000 UTC,2022-09-13 08:01:50 +0000 UTC,Java,4,0,61,1147,2022-07-12T03:28:04Z,3501,https://github.com/jeecgboot/JimuReport
MagicaSakura,2016-06-23 07:54:59 +0000 UTC,2022-09-09 11:56:56 +0000 UTC,Java,3,4,23,43,2018-04-23T11:00:55Z,3501,https://github.com/bilibili/MagicaSakura
bistoury,2019-08-01 07:54:25 +0000 UTC,2022-09-13 09:51:12 +0000 UTC,Java,8,28,52,47,2020-05-30T07:05:47Z,3496,https://github.com/qunarcorp/bistoury
